"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","id","w","s","true_theta"
NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.933503588304102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0.877804178240749,NA,11,0.697746896893513,0.660972698882363,0.305028688566385
NA,NA,NA,NA,NA,NA,NA,NA,0.72477965663694,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.848633397516536,NA,NA,NA,NA,0,NA,NA,NA,NA,0.451315304515615,NA,NA,NA,NA,NA,0.890631806337766,NA,0.256011408372499,NA,NA,NA,NA,0,12,-0.503762469590908,-1.01066653696356,-1.28489745442487
NA,NA,0.978486974134491,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.670629717084164,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,1,NA,0.660201995579253,NA,NA,NA,1,NA,NA,NA,NA,NA,13,0.589311326632687,-0.488588203069108,-0.641392773227576
0.931060684456662,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.908949865504136,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.922975426189325,NA,0.964643770535594,NA,0.96462338258252,0.943049766513926,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.956990565398418,NA,NA,NA,NA,NA,0.894837876963126,NA,NA,NA,NA,1,NA,NA,14,-0.803820585339057,-0.594464463584523,0.067733054785743
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,0.979140115414762,NA,NA,NA,1,0.96897611321784,NA,NA,NA,NA,15,0.47121786453176,1.69693588957208,1.08450422676294
NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,0,NA,NA,0.973130367368219,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.925874875916359,NA,16,-0.0122694003556659,-0.376573559092392,-0.141411174393643
NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,0.957475933891563,0.917714951428301,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,1.04749760695661,1.08338983921669,0.807167581678371
0,NA,NA,NA,NA,NA,0.897679331883973,NA,0.789885963240782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0.835952157492886,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,18,0.00790848465442438,-0.863306611989547,-1.26854671822558
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0.970281960080689,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,NA,0.980872305874786,1,NA,19,0.864414709641941,1.19052851612629,0.833808953142552
NA,NA,NA,NA,0.922936684841424,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0,NA,NA,0.86646653653213,NA,NA,NA,NA,NA,NA,NA,1,NA,0.962652336302473,NA,1,NA,NA,NA,0.868241004128552,NA,0.913090151141218,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,-0.166658442502421,-0.629723527763292,0.00382042810477118
1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0.93609629784835,NA,0.848398270818918,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,21,0.825783524323551,0.0934777145814341,1.16425316569259
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.924195457463718,NA,NA,NA,NA,NA,0.936021610903217,NA,NA,NA,NA,NA,0.959830540314939,0.955940137132043,NA,NA,NA,0.809389465962013,1,NA,NA,0.878542347731173,NA,NA,NA,NA,22,-0.310787163388152,0.608764152003532,0.163751443048565
NA,NA,0.916481670389717,0.915154625617799,NA,NA,0.93933241447589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45914094971509,NA,NA,NA,NA,0.496560664216696,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,23,-0.244590329954749,0.446553317977647,-0.517746735160203
NA,NA,NA,NA,NA,NA,NA,0.650959139995887,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.450508696676474,0.873697721610924,0,NA,NA,NA,0.459149577548063,NA,NA,NA,0,NA,NA,24,0.300449043765764,-1.25663270844621,-2.00164280231651
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.962393573807329,NA,NA,1,NA,0.985213708520176,NA,NA,NA,NA,NA,0.943318535882935,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,25,0.370073261719648,1.69122481535195,1.19564884580367
NA,NA,NA,NA,1,NA,NA,1,0.847806261013641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955643243736256,NA,NA,0.939737022188462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,0,1,26,0.538172350188147,-0.209565589855445,0.520016095511893
0.740260742181722,0.878701197012814,0.966412794828791,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.873775755229509,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.920382208437129,NA,NA,NA,NA,NA,NA,27,-0.568059293424021,-0.930528111353048,-1.11823268931259
NA,0.948190049451134,0.958988518963487,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0.970278496344336,0.8820634855593,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.963531180346229,NA,NA,NA,NA,0.938032963259175,NA,NA,28,1.00958291812618,0.544005448804589,0.988530371030139
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.953656774996779,0,NA,NA,1,0.888708761785823,0.907998099734646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.964966404950526,NA,NA,NA,NA,0.943273380534559,1,NA,1,NA,NA,1,NA,NA,29,-1.20532185726561,-0.172947597986648,0.83465416810642
0,NA,0.959939276178417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.634417711694365,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.874024716968302,NA,1,NA,NA,NA,NA,NA,NA,0.955782833001931,NA,0.939126015299064,NA,NA,NA,NA,NA,NA,NA,30,1.33772110545548,1.30749162115591,-0.31323414271124
NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952839137446772,NA,NA,NA,NA,0.977120385819238,NA,NA,NA,0.984643624247806,NA,NA,NA,NA,NA,0.973278112346599,NA,0.975217518052417,NA,1,NA,NA,NA,NA,31,0.0455087475954715,1.08805868210259,1.80208092267063
0,NA,NA,0.822893854531552,0,NA,NA,NA,NA,NA,0.87405322319569,NA,NA,NA,NA,NA,NA,0,NA,NA,0.865099344478847,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.915890600077945,NA,NA,NA,32,-1.99377820819087,-0.898707680256763,-0.916362903254449
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.925522193088313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96905879339773,NA,NA,NA,NA,NA,1,0.904850383377752,NA,NA,0.884790873963096,1,NA,NA,0.782438050169086,NA,NA,NA,1,NA,NA,NA,NA,33,1.85344890846675,0.530529603781662,-0.0300814634134703
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,0.952709409832574,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,NA,NA,NA,0.947073971966876,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,34,-1.0078937705817,-1.56787540976342,0.316784866053833
0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.980896695053433,NA,NA,NA,NA,NA,NA,1,NA,NA,0.986169027970445,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.938206252753489,NA,NA,NA,NA,0.955414274276808,NA,0.776471765797038,NA,35,1.42007546490624,0.581646407721146,1.22848221659915
0.931897460228058,0.93277700837549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912706339476406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62068485644204,NA,1,NA,NA,0,1,0.969686614517423,0.929763191302646,NA,NA,NA,NA,NA,NA,NA,36,-0.345531120877715,-0.229509488615722,-0.0568389437690573
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.937288949797977,NA,NA,1,NA,NA,1,NA,NA,NA,NA,0.901641529218322,NA,NA,NA,1,NA,NA,0.738828521721311,NA,NA,NA,NA,0.928534976766314,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.969555776192102,NA,1,NA,NA,37,1.02022593640001,0.972274406714881,0.0358020238500439
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969903079370659,NA,NA,0.952389548910973,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,NA,NA,0.945935579021066,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,38,-0.633000432539947,-0.795777813329776,0.656478528308507
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.877086368082276,NA,1,NA,NA,NA,NA,NA,NA,0.981999813755363,NA,NA,NA,NA,NA,NA,NA,NA,0.943021334623733,1,NA,NA,NA,0,NA,0.921585967312149,1,NA,NA,NA,NA,NA,39,1.1776221503209,-0.115453331312679,1.01988353917836
NA,NA,NA,NA,NA,0.920556399516035,NA,0.927321048493033,0.948821268405404,NA,1,NA,NA,NA,NA,NA,0.837925307687663,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.844548879916466,NA,40,0.621983523150922,0.554698591296148,0.017905384260707
1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.643798416610607,NA,NA,NA,NA,0.932695799586139,NA,NA,NA,NA,NA,NA,0.961731026423618,NA,NA,NA,1,NA,0.923614561921488,0.934153821584815,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,41,-0.981289389792789,0.348215559798276,0.110161097974229
0.917294465791222,NA,0.862618025553496,NA,NA,NA,0.778490448990957,NA,NA,NA,NA,NA,NA,0.788240839796629,NA,NA,NA,0.765122420925514,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.787872640219363,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,42,-0.122239090709732,-0.902815673618301,-1.02908077624208
0,NA,NA,NA,NA,0.565000388893452,0.686395219518977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.923649444271919,NA,NA,NA,NA,NA,NA,NA,0,NA,0.572358242734372,NA,NA,NA,NA,43,-1.11780886348228,-0.879009974189473,-1.05781914279928
NA,NA,NA,NA,0.722324636470239,1,NA,NA,NA,NA,1,0.942373915139371,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.884289416087916,NA,NA,0.740581298258482,NA,NA,NA,NA,NA,NA,NA,0.837484560777382,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,44,-1.17201300244514,-0.0419256618276727,-0.15132124142654
NA,NA,1,0.892048583370755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965026714332799,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,45,0.903490492467973,0.935789319029916,1.78478628158856
NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0.981449896179848,NA,NA,NA,NA,NA,0.979620847359115,NA,1,NA,NA,0.960268202222549,1,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.975606011168829,NA,NA,NA,NA,NA,NA,NA,46,1.61332593990678,1.50750294390486,1.37238243608431
NA,NA,NA,NA,NA,NA,NA,0.895554760456356,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0.910328258986975,NA,0.948138910705425,NA,47,0.441587796047056,0.0598880890688084,-0.0185201685646009
1,NA,NA,NA,NA,NA,1,NA,0,0,0.977989403688403,0.969082147451616,0.964408532154037,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1.39372412254876,1.23009682155307,1.0866479853802
1,NA,0.915424658261378,NA,NA,NA,NA,NA,NA,NA,NA,0.357550814264569,NA,0.743190819037044,0.6959680295556,NA,NA,NA,NA,NA,NA,0.789449557797395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.777915818421066,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,49,-2.75023373331841,-0.418333117093658,-0.830413033067059
NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0.921093332560914,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,-0.248454087211683,1.70686539541124,0.704053508395219
1,NA,NA,0.940236624151843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.91255107538957,NA,NA,NA,NA,0.945956305036282,1,NA,NA,0,NA,NA,0.62853076530857,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,51,0.708034130393481,0.223285728408814,-0.252912640961727
0,NA,0.969510053115947,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.979111057019437,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1,NA,52,0.833829909814481,1.00816230046383,1.20510991391488
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.970682686349162,0.960295038365198,NA,NA,1,NA,NA,1,NA,0.972807136571169,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,53,0.499995861548728,-0.038694218834633,1.53612845728741
0,NA,NA,NA,0.742464620116146,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86458222108435,NA,NA,NA,NA,0.963168570666882,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.966342276203205,NA,NA,0,NA,0.66447936785802,NA,0,NA,NA,NA,NA,NA,NA,54,0.169825792450609,-0.201726781364992,-0.820420804019394
NA,NA,NA,NA,NA,NA,0.956160316072901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862400643942449,NA,NA,0.863054442743507,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.692981777930548,NA,0.810717494444755,NA,0.913940431671119,NA,NA,NA,1,0,NA,NA,1,NA,NA,NA,55,-0.121386443253041,-0.722190932630235,-0.418629794455721
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.807210141030799,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0.902697991589301,0,1,NA,NA,NA,NA,0,1,NA,0.852942812203272,NA,56,-1.25010138275476,-1.99366625866129,-0.127582744469038
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.975965166137213,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.948751352421251,NA,0,NA,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,57,0.565319881196358,0.990831638969741,0.794890757329946
0.941762804034334,NA,NA,NA,NA,NA,NA,0.902858331741023,0.946519664258216,0,NA,NA,0.89467472505931,NA,NA,NA,NA,NA,NA,NA,0.94095843109867,NA,0.872215577425442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.947599564934865,NA,NA,NA,NA,NA,NA,NA,0.739242157680834,NA,NA,NA,NA,NA,58,0.0938287018635512,-0.0345601827835382,-0.218935494622367
NA,0.96393810469064,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.979564485328222,NA,NA,NA,1,NA,NA,NA,NA,0.957691762366745,NA,NA,1,NA,NA,NA,NA,0,59,1.56777708197064,-0.210473798960388,1.25111057088255
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757485296260701,0,NA,NA,0.889651947934293,NA,0.855282376334741,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0.840073084020472,0.877099131308152,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,60,-2.02705043206702,-0.899177314443683,-0.84226648073367
NA,NA,0.967882996244379,NA,NA,NA,0.948820279289535,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.964885356822191,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,61,1.10076746063049,-0.866281306268189,0.594942077374265
NA,NA,NA,NA,NA,NA,NA,0.92621905349728,NA,NA,0.875982870639878,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.908026890271247,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.797275942646021,NA,NA,1,NA,NA,NA,0.454427584572228,NA,NA,NA,NA,NA,62,0.280984044842705,0.146255145771884,-0.338555645309439
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96641697768553,NA,NA,NA,NA,NA,NA,NA,0.979420932944453,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,0.971877453183007,NA,63,0.0925593098753441,-0.0264129322681609,2.31487469751248
0.847370277114046,NA,0.949387954455113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361784919950042,0.307712131651522,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,0.264162481564058,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,64,-2.04216113973205,-2.29848704218108,-1.81299195585473
NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0.953358121804302,NA,NA,0.970435172716273,NA,NA,0.829728802983349,NA,NA,NA,0.968971220250901,NA,NA,1,NA,NA,NA,NA,NA,NA,0.952899091294373,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.903624594103586,65,-1.45302973504622,-1.41489739125609,0.714037066326829
NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.868316200250146,NA,NA,0.924919777447832,1,NA,NA,0.941319495538648,NA,0,NA,NA,1,NA,NA,NA,0.829626018049317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.543663244806084,NA,NA,NA,66,-0.904168485314501,-0.110403559971824,-0.260881999751827
NA,0.926441712716794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.949037578092915,NA,0,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0.475575868315378,0,NA,NA,NA,NA,0.90176303690132,NA,NA,NA,1,NA,NA,NA,NA,NA,67,-0.205700125211129,-0.788722078229837,-0.484915487338922
NA,NA,NA,0.907797642906673,NA,NA,NA,NA,0.891595375988276,NA,NA,NA,NA,NA,NA,0.957159896121286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0.925934035018538,0.886221007016885,NA,NA,NA,NA,NA,NA,0,NA,NA,0.688206159395776,NA,1,NA,NA,NA,NA,NA,NA,68,0.403625012365782,0.0999405549670075,0.21093368706204
NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0.954286577403075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.943446639161334,NA,0,NA,NA,NA,0.982431035585457,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,0.37872291772419,-0.0741390630178525,1.0920867194362
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,0.947980945256335,NA,NA,NA,0.864336729034533,NA,NA,NA,NA,0.936719230981732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.355601258808933,0.965901948609596,NA,1,NA,0,70,-0.31264799662931,-0.103433019281904,0.154165742928331
0.948554300078814,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0.618537835248612,0,NA,NA,NA,0.927609780941151,NA,NA,NA,NA,NA,NA,0.820593374380382,NA,NA,NA,1,0.88712420565244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.794766461846909,NA,NA,NA,71,-0.712305725741604,-0.931534368163066,-0.51802299963113
