"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","id","w","s","true_theta"
0.912174637990301,NA,NA,NA,NA,0.856494072435955,NA,NA,NA,NA,0.849229795584626,NA,0.966664637311466,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.720362263612504,1,0,12,-0.503762469590908,-1.01066653696356,-1.28489745442487
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924135298719475,NA,NA,1,NA,NA,NA,NA,NA,NA,0.769298585909462,NA,NA,0.940574117074078,NA,NA,0.953316157591617,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.876350580412936,NA,NA,NA,0.392831168840124,NA,NA,0.954067712605102,NA,NA,13,0.589311326632687,-0.488588203069108,-0.641392773227576
0.90540488833431,NA,NA,NA,1,NA,NA,NA,NA,NA,0.924556471993679,NA,0.780437915425093,0.794049854339662,NA,NA,NA,NA,NA,NA,NA,0.854499170068038,NA,0.861967158148318,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,0.944394619210341,NA,NA,NA,NA,NA,NA,NA,14,-0.803820585339057,-0.594464463584523,0.067733054785743
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,0.977086259189421,0.955013948962678,NA,NA,NA,NA,NA,NA,0,NA,0.987229331458906,0.961447362065928,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.799348041663818,NA,15,0.47121786453176,1.69693588957208,1.08450422676294
NA,NA,NA,NA,NA,NA,NA,NA,0.499400889636945,NA,0.971110273627769,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.939894272799807,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.762761782177773,NA,NA,NA,NA,1,NA,0,16,-0.0122694003556659,-0.376573559092392,-0.141411174393643
NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.921529017430594,NA,0,0.96118010726268,NA,NA,NA,NA,NA,1,0.98225356294143,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.98440997760747,NA,NA,NA,NA,17,1.04749760695661,1.08338983921669,0.807167581678371
0,NA,NA,NA,NA,NA,NA,NA,0.861576839945864,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0.773957259656693,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0.783801658752923,0,NA,18,0.00790848465442438,-0.863306611989547,-1.26854671822558
NA,0,NA,NA,NA,NA,NA,0.927715657206225,NA,0,NA,NA,NA,NA,NA,NA,0.944586049393466,NA,NA,0,NA,0.865867119075238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.946394378627691,NA,NA,NA,NA,NA,1,NA,0,19,0.864414709641941,1.19052851612629,0.833808953142552
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.984354864524847,NA,0.944552692065987,NA,NA,NA,NA,0.868637724809718,NA,0,NA,NA,0.926617985283299,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,0.855396597641433,NA,NA,NA,0.944634168298024,NA,NA,NA,NA,NA,NA,NA,20,-0.166658442502421,-0.629723527763292,0.00382042810477118
0.983923111457424,NA,0.946685212129921,NA,NA,NA,NA,1,NA,NA,0.969098206283229,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,21,0.825783524323551,0.0934777145814341,1.16425316569259
NA,0.889022228702257,NA,NA,NA,NA,NA,NA,0.905837733293502,NA,1,NA,NA,1,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,0.936234189843188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,22,-0.310787163388152,0.608764152003532,0.163751443048565
NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0.950610192592186,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.907995288576523,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,0.823904363633544,0.668572061939459,NA,NA,0.709080167216022,NA,NA,23,-0.244590329954749,0.446553317977647,-0.517746735160203
NA,NA,0.710934230992337,NA,NA,NA,NA,NA,NA,NA,NA,0.639823522503234,NA,0,NA,NA,0.437293835550393,NA,0,NA,0.613104339499703,NA,NA,NA,0.21897182344112,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0.300449043765764,-1.25663270844621,-2.00164280231651
NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.965899330533429,NA,NA,NA,1,NA,0.954300390433584,0.899604880564322,NA,NA,0.975733537591123,NA,NA,NA,NA,0.942282198341077,NA,NA,NA,NA,NA,NA,NA,0,25,0.370073261719648,1.69122481535195,1.19564884580367
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.952604590182003,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0.96440417677317,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1,26,0.538172350188147,-0.209565589855445,0.520016095511893
NA,NA,NA,NA,NA,NA,NA,0.570190219836349,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.911475676080594,NA,NA,0.829286494076662,NA,NA,NA,NA,NA,NA,0.521678744087693,0.106778936187554,1,NA,NA,NA,NA,NA,NA,NA,0.560538721703473,1,0.743736242892361,NA,NA,NA,NA,27,-0.568059293424021,-0.930528111353048,-1.11823268931259
NA,NA,NA,NA,NA,NA,0.937595603991586,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.947910677461551,NA,0.975984718683881,1,0.979367899667757,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.973223567974907,NA,NA,NA,NA,NA,NA,NA,28,1.00958291812618,0.544005448804589,0.988530371030139
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0.762941622173156,0,NA,NA,NA,0,NA,NA,NA,0.841602340612168,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,29,-1.20532185726561,-0.172947597986648,0.83465416810642
NA,NA,0.887555332911905,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.915998241074586,NA,NA,NA,NA,NA,NA,NA,NA,0.931405855247068,NA,NA,NA,NA,1,NA,NA,NA,NA,30,1.33772110545548,1.30749162115591,-0.31323414271124
NA,0.957655901424199,NA,NA,NA,NA,NA,NA,NA,0,0.966840050088316,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893516088222613,NA,NA,NA,NA,0.876915531037974,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,31,0.0455087475954715,1.08805868210259,1.80208092267063
NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766401425570138,NA,NA,NA,0.580017860459344,0.901865228267804,0.871078504882906,NA,NA,NA,0.835454836968355,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.819102548557681,NA,NA,NA,1,NA,NA,0.758190671864963,NA,32,-1.99377820819087,-0.898707680256763,-0.916362903254449
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811885422276404,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,0.777266418677063,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728209639097882,NA,0.802739384277772,NA,NA,1,NA,NA,NA,33,1.85344890846675,0.530529603781662,-0.0300814634134703
NA,0.907193967703846,NA,0.873641080887914,NA,NA,NA,NA,NA,NA,NA,NA,0.805701857256788,0.644191184202305,0.958104736330009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.97530401946555,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,0,34,-1.0078937705817,-1.56787540976342,0.316784866053833
NA,NA,NA,NA,NA,NA,NA,1,NA,0.812450961725428,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0.974205181924285,NA,NA,NA,NA,NA,NA,NA,0.85200521076126,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,0.985547533401856,NA,NA,1,NA,NA,NA,NA,35,1.42007546490624,0.581646407721146,1.22848221659915
NA,NA,NA,NA,NA,NA,0.937605447721945,NA,NA,NA,NA,NA,0.906424809142419,NA,NA,NA,NA,1,NA,NA,NA,0.940673337887315,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,0.515387867320668,NA,NA,NA,NA,NA,0.748272933074679,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,36,-0.345531120877715,-0.229509488615722,-0.0568389437690573
NA,NA,0.956862666786847,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA,0.563205410499555,NA,NA,NA,NA,NA,NA,NA,0.772654632039158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,0,NA,NA,NA,NA,0.79290469748503,NA,37,1.02022593640001,0.972274406714881,0.0358020238500439
NA,NA,NA,0.921083776709619,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.704300479552867,NA,NA,NA,NA,NA,NA,0.968024010100833,NA,NA,0,0.925543549152851,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,38,-0.633000432539947,-0.795777813329776,0.656478528308507
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.952114567541774,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0.873565267697358,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0.975302690385858,NA,1,NA,NA,NA,NA,NA,39,1.1776221503209,-0.115453331312679,1.01988353917836
NA,NA,0.964294138375954,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.714546494455985,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.908593924048809,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.830272293260626,NA,NA,NA,NA,NA,0.937378927891188,NA,NA,40,0.621983523150922,0.554698591296148,0.017905384260707
1,0.915326889777661,0.970921985583139,NA,NA,NA,NA,NA,0.904499782852218,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.605985497151118,NA,NA,NA,NA,NA,0.953683916211188,NA,NA,NA,0,41,-0.981289389792789,0.348215559798276,0.110161097974229
1,NA,0.809833132204916,NA,NA,0.691249662255383,NA,NA,NA,NA,NA,NA,0.809494404344845,NA,NA,NA,0.679337114226235,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.786790864073239,0.803589341338116,NA,NA,NA,0.819951758127177,NA,NA,NA,0.914364250591582,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,-0.122239090709732,-0.902815673618301,-1.02908077624208
NA,0.827636630961512,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.857194153367706,0.846258186576647,0,NA,0.877054969525905,0.588075933921869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.936427084202933,0.624745475782281,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,-1.11780886348228,-0.879009974189473,-1.05781914279928
0.948437086274379,NA,NA,NA,0.896610669722703,0.957337486860175,NA,NA,NA,NA,0.959017630496531,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,44,-1.17201300244514,-0.0419256618276727,-0.15132124142654
1,NA,1,NA,NA,NA,NA,NA,NA,0,NA,0.978606462766377,NA,NA,NA,NA,NA,NA,0.953317781365523,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.988966176295941,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.982729589717954,NA,NA,NA,45,0.903490492467973,0.935789319029916,1.78478628158856
NA,0.953262846936485,NA,NA,NA,NA,0.956312883526223,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,0.991758936019822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0.966564112113342,NA,NA,NA,NA,NA,NA,NA,NA,46,1.61332593990678,1.50750294390486,1.37238243608431
0.934489733509336,NA,NA,NA,NA,NA,0.870713090698555,1,NA,NA,NA,NA,0.905822439520873,NA,NA,NA,NA,NA,NA,0,NA,0.913584299013406,NA,NA,NA,0.972469723997907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.937451429755479,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,47,0.441587796047056,0.0598880890688084,-0.0185201685646009
NA,NA,1,NA,1,NA,0.925015234879935,NA,NA,NA,1,NA,0.926078727228494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0.960340446715116,1,NA,NA,NA,NA,1,NA,NA,48,1.39372412254876,1.23009682155307,1.0866479853802
0,NA,0.855564652528207,NA,NA,1,0.530643893688582,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.948065856963358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734662880338988,0,NA,NA,NA,NA,0,0,NA,49,-2.75023373331841,-0.418333117093658,-0.830413033067059
NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.956121172090326,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.802235412867581,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,50,-0.248454087211683,1.70686539541124,0.704053508395219
0.9280739215463,0.945320399080028,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,0.871050298783686,NA,NA,NA,0.858325411817396,NA,NA,0,0.962546859598081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,51,0.708034130393481,0.223285728408814,-0.252912640961727
NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,0.970133899701956,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.952330380314824,NA,NA,NA,NA,NA,NA,NA,NA,0,52,0.833829909814481,1.00816230046383,1.20510991391488
1,NA,1,NA,NA,1,NA,1,NA,0,NA,0.977919786406963,NA,NA,NA,NA,0.970268963064206,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0.499995861548728,-0.038694218834633,1.53612845728741
NA,NA,NA,1,NA,NA,NA,0.935791879909048,NA,NA,NA,NA,0.628036057871824,NA,NA,NA,NA,NA,NA,0,NA,NA,0.853784990270045,NA,1,0.8167359578383,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,0.169825792450609,-0.201726781364992,-0.820420804019394
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.936235898276412,NA,0.728831243373504,0,NA,NA,NA,0,NA,NA,0.891809344678442,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.826774934179334,0,NA,NA,NA,NA,NA,0.932197109314973,NA,NA,0,NA,55,-0.121386443253041,-0.722190932630235,-0.418629794455721
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.9804551119611,NA,NA,0,NA,NA,0.953232048666027,0.938975796374323,NA,NA,0.910298995690978,NA,NA,NA,0.921875614926253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.873869897605182,NA,NA,NA,1,NA,NA,NA,NA,56,-1.25010138275476,-1.99366625866129,-0.127582744469038
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955876401438704,NA,NA,1,1,0.908252154525701,NA,NA,0.978711386819558,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931274923378871,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,1,NA,57,0.565319881196358,0.990831638969741,0.794890757329946
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.732325798651265,NA,NA,0.739008579195211,0.874521271723788,NA,NA,NA,1,NA,0.71896105560868,NA,NA,NA,1,NA,0.497101882734956,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,58,0.0938287018635512,-0.0345601827835382,-0.218935494622367
NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.969623363359771,1,NA,NA,0.938856494418796,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59,1.56777708197064,-0.210473798960388,1.25111057088255
NA,NA,0.716635488018617,NA,NA,NA,NA,0.657261236443736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.798330337410527,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745865797382452,0,NA,NA,NA,NA,0.945921347561817,0.856102890326862,0,NA,60,-2.02705043206702,-0.899177314443683,-0.84226648073367
NA,NA,0.852357873111795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92144743970122,NA,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0.945510714111546,NA,NA,NA,0.923090837790074,NA,0,NA,NA,NA,NA,NA,NA,61,1.10076746063049,-0.866281306268189,0.594942077374265
1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.858283846930551,1,NA,NA,0.777725550176789,NA,0,NA,NA,NA,NA,0.812274547911156,NA,NA,NA,NA,NA,0.925322994435984,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,62,0.280984044842705,0.146255145771884,-0.338555645309439
NA,NA,NA,0.935391007276913,NA,NA,NA,NA,NA,NA,NA,NA,1,0.967130841738728,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0.984512569509698,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0.948235059291932,NA,63,0.0925593098753441,-0.0264129322681609,2.31487469751248
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0.736867233494491,NA,NA,NA,NA,NA,NA,NA,NA,0.714554637290833,NA,NA,0,NA,NA,0.795292899988457,NA,NA,NA,0.842441690320853,NA,NA,NA,NA,NA,NA,NA,NA,0.508926450809396,NA,0.55382657125282,NA,1,NA,64,-2.04216113973205,-2.29848704218108,-1.81299195585473
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.99003251814906,NA,NA,1,NA,NA,0.859424073720104,NA,NA,1,0.980249059553985,NA,NA,0.983494595507782,NA,NA,NA,NA,65,-1.45302973504622,-1.41489739125609,0.714037066326829
0.925191408654605,NA,0.958705883234094,NA,NA,NA,NA,NA,NA,NA,0.843613775624173,NA,NA,NA,0.828800233073789,NA,NA,0.893901702037135,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667181358977633,0,NA,NA,NA,NA,NA,NA,1,NA,0.785624493075281,NA,66,-0.904168485314501,-0.110403559971824,-0.260881999751827
NA,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.742627715877533,0.799467701688463,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754235230248049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91891364043587,NA,NA,NA,67,-0.205700125211129,-0.788722078229837,-0.484915487338922
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.917474123895557,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.931768100069904,NA,NA,1,NA,NA,0,NA,NA,0.985382044226998,0.889759398816889,NA,0.69294697075343,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,0.403625012365782,0.0999405549670075,0.21093368706204
NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,0.925752617718398,NA,NA,NA,NA,0.852877043040989,NA,NA,NA,NA,NA,NA,NA,NA,0.95240072413499,NA,NA,1,NA,NA,NA,0.935604200734969,NA,NA,0.973082293373011,NA,NA,NA,NA,NA,1,NA,69,0.37872291772419,-0.0741390630178525,1.0920867194362
1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.915774487600879,NA,NA,0.877743789666659,NA,NA,NA,NA,NA,1,NA,NA,NA,0.568405584702486,0,NA,0.836025759954588,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,70,-0.31264799662931,-0.103433019281904,0.154165742928331
