"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","id","w","s","true_theta"
0.987208048256252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.97891475914423,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,0.898800710140177,NA,NA,NA,NA,0.941277366428089,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.811103644228755,0,11,0.697746896893513,0.660972698882363,0.305028688566385
NA,0,NA,NA,NA,NA,NA,NA,0,NA,0.844175203906732,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0.72625849420808,0.705385595198166,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-0.503762469590908,-1.01066653696356,-1.28489745442487
0.946701978365761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0.904903923160581,NA,0.821727251730114,NA,NA,0.955302225415218,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.604438076677538,0.890740217176495,NA,NA,13,0.589311326632687,-0.488588203069108,-0.641392773227576
1,NA,NA,NA,NA,NA,NA,0.983084135580615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89482021602578,NA,NA,1,NA,NA,NA,NA,NA,0.742204343645956,NA,NA,NA,1,NA,NA,NA,NA,0.971183287131877,NA,NA,1,NA,0,NA,0.971573356383153,NA,NA,14,-0.803820585339057,-0.594464463584523,0.067733054785743
NA,NA,0.940313867748472,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0.939989332734077,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0.973731024321737,NA,NA,NA,0,NA,NA,NA,NA,15,0.47121786453176,1.69693588957208,1.08450422676294
NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0.591614526077422,NA,0.93482594214368,NA,NA,0.714630457689794,NA,NA,NA,NA,NA,NA,NA,NA,0.954379287863952,NA,NA,NA,NA,0.950690958654627,NA,NA,NA,1,NA,NA,NA,16,-0.0122694003556659,-0.376573559092392,-0.141411174393643
NA,NA,NA,NA,NA,NA,1,0.958427004436315,0.961058294149882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982072790613669,NA,0,NA,NA,0.987139906373326,0.843181106698994,NA,1,0.958625415266453,NA,NA,NA,NA,NA,NA,NA,NA,0.976102675873761,NA,NA,NA,NA,17,1.04749760695661,1.08338983921669,0.807167581678371
NA,NA,NA,NA,NA,0.735729194592015,NA,NA,0.589010439622604,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.76118889835088,NA,0.81858568904557,NA,NA,NA,NA,0.894467352560938,NA,NA,0,NA,NA,NA,NA,18,0.00790848465442438,-0.863306611989547,-1.26854671822558
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,0,1,0.887671724117612,NA,NA,NA,NA,NA,NA,NA,NA,0.993438697188323,NA,NA,NA,0,NA,NA,NA,NA,NA,0.935923343589778,NA,NA,NA,NA,NA,1,0.960351025265476,19,0.864414709641941,1.19052851612629,0.833808953142552
0.875142199358462,NA,NA,NA,NA,NA,0.953899833749515,NA,0.834791669497343,NA,NA,NA,0.921922487973788,NA,NA,NA,NA,0.934588310587612,NA,NA,NA,NA,0.979328245186718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0.820846732299833,NA,20,-0.166658442502421,-0.629723527763292,0.00382042810477118
NA,NA,NA,0,NA,NA,NA,0.97014518500402,NA,NA,NA,NA,0.979126405523184,NA,NA,NA,NA,NA,0.79273342225612,NA,1,0.998098101958298,NA,NA,NA,NA,NA,NA,0.994631554642347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.977948451044777,NA,NA,21,0.825783524323551,0.0934777145814341,1.16425316569259
NA,NA,NA,0.781331966213217,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,0.900424788773495,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.933457043429055,0,NA,0.945759663334898,0.954124524009106,NA,NA,NA,22,-0.310787163388152,0.608764152003532,0.163751443048565
0.814353455744316,0,NA,NA,1,NA,NA,0.890903850104819,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896420923681503,NA,NA,0.916760080364756,NA,NA,NA,0.632766953253366,NA,NA,NA,0.780442928565933,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58583504132587,23,-0.244590329954749,0.446553317977647,-0.517746735160203
0.808128036605812,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.64119503966331,NA,NA,0,NA,NA,NA,NA,NA,0.673994687801315,NA,NA,NA,NA,0.831877546149755,NA,NA,1,NA,NA,NA,NA,24,0.300449043765764,-1.25663270844621,-2.00164280231651
0.991409378908157,NA,1,NA,NA,NA,0.992046689157785,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.980662373154772,0.987108678727637,NA,NA,1,NA,NA,NA,NA,NA,0.952556266960723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.370073261719648,1.69122481535195,1.19564884580367
NA,0.975732882174431,NA,NA,0.953955168746038,NA,NA,NA,NA,NA,NA,0.867618003075497,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.985400133650252,NA,NA,NA,NA,NA,NA,NA,0.994206426580021,NA,NA,NA,NA,NA,NA,NA,NA,0.978517425676522,NA,1,0.966867238857618,1,NA,NA,NA,26,0.538172350188147,-0.209565589855445,0.520016095511893
0,NA,NA,0.866621096538599,NA,NA,NA,0.901457482369236,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.723428656685563,NA,NA,NA,NA,0,27,-0.568059293424021,-0.930528111353048,-1.11823268931259
NA,NA,NA,NA,NA,NA,0.993621943217889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.911542205741259,0.950991643933356,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.96633591839758,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,28,1.00958291812618,0.544005448804589,0.988530371030139
NA,NA,NA,NA,NA,1,1,0.98888747083918,NA,NA,0.969220419828575,0.928197129629469,NA,0.851801207642287,NA,NA,NA,NA,NA,1,NA,0.893934632967406,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,29,-1.20532185726561,-0.172947597986648,0.83465416810642
NA,NA,0.914854498952085,NA,NA,NA,0.957830620737403,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728950532886109,NA,NA,1,NA,NA,0,30,1.33772110545548,1.30749162115591,-0.31323414271124
NA,0.972642835544503,1,NA,NA,NA,NA,1,0.989608051448163,NA,1,NA,NA,NA,NA,1,NA,0.993990935382841,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,31,0.0455087475954715,1.08805868210259,1.80208092267063
0.852873835943081,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61603785804892,NA,NA,NA,0.729535294602981,1,NA,1,NA,1,NA,NA,NA,NA,0.9479979438603,NA,1,0.831250318022483,NA,NA,NA,NA,32,-1.99377820819087,-0.898707680256763,-0.916362903254449
NA,NA,NA,NA,0,1,NA,NA,1,0,0.981551815182862,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.955043672012129,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,33,1.85344890846675,0.530529603781662,-0.0300814634134703
NA,NA,NA,NA,0.906603191386309,0.991334869072131,NA,NA,NA,NA,NA,NA,NA,NA,0.891785752728933,NA,NA,0.983759991763861,NA,NA,NA,1,NA,0.918005917222631,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985907697640181,NA,0.972773015892865,NA,1,NA,NA,NA,NA,NA,34,-1.0078937705817,-1.56787540976342,0.316784866053833
1,0,NA,0.867105373934487,NA,NA,NA,NA,NA,NA,NA,NA,0.995793406825236,NA,1,NA,0.994435226275931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0.834798028035867,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,35,1.42007546490624,0.581646407721146,1.22848221659915
NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.98804033114899,NA,NA,NA,0,NA,NA,0.787082938882153,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.90457350472108,NA,NA,0,0.98140406836268,NA,NA,NA,NA,NA,NA,NA,0.914002000979007,NA,36,-0.345531120877715,-0.229509488615722,-0.0568389437690573
NA,0,NA,0.947715882841917,NA,NA,NA,NA,NA,0,NA,0.968155278902172,0.920944429382844,NA,NA,NA,NA,NA,NA,NA,NA,0.704434623937815,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943904846440898,NA,NA,NA,NA,NA,NA,NA,NA,0,37,1.02022593640001,0.972274406714881,0.0358020238500439
NA,0.887646195904787,0.906983139136115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.940802212031663,NA,0.963041434697136,0.978289912325181,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,0.948163779834777,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,38,-0.633000432539947,-0.795777813329776,0.656478528308507
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0.908554094720991,NA,NA,0,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,39,1.1776221503209,-0.115453331312679,1.01988353917836
NA,1,0.822908138158496,NA,NA,1,NA,0.836277585818876,NA,0,NA,NA,NA,NA,NA,1,0.881854022230194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.920158790790318,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544748162193713,NA,NA,NA,NA,NA,40,0.621983523150922,0.554698591296148,0.017905384260707
NA,NA,NA,0.776885572817672,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0.930127809692198,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.664577420316064,NA,NA,NA,1,NA,NA,41,-0.981289389792789,0.348215559798276,0.110161097974229
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.854927255082395,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.809211647589661,0.808800771224315,NA,NA,NA,1,NA,NA,0.83664365939946,NA,NA,0.6423352774323,NA,NA,NA,0.824695172135803,NA,NA,NA,0,NA,NA,NA,42,-0.122239090709732,-0.902815673618301,-1.02908077624208
NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,0.687764585563271,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.949467587053648,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,-1.11780886348228,-0.879009974189473,-1.05781914279928
NA,NA,NA,1,NA,NA,0.980801041667188,NA,NA,0,NA,NA,NA,NA,NA,NA,0.904685262394678,NA,0.779743324067503,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.922123675151452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.851489917593512,1,NA,44,-1.17201300244514,-0.0419256618276727,-0.15132124142654
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,0.991107961188421,0.999430361292304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,0.992284002074925,0.995858082771019,NA,NA,NA,NA,NA,NA,NA,45,0.903490492467973,0.935789319029916,1.78478628158856
NA,NA,NA,NA,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,0.995740369765503,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952364214990848,NA,NA,NA,NA,NA,NA,0.984167944293411,NA,NA,NA,1,NA,1,NA,NA,0,46,1.61332593990678,1.50750294390486,1.37238243608431
NA,NA,0.862432914916952,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.802968718955234,NA,NA,NA,0.558755309414994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.82185472630709,NA,1,NA,NA,NA,47,0.441587796047056,0.0598880890688084,-0.0185201685646009
0.970138672067321,NA,0.973635246030973,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,0.984966661281007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.979721748443905,1,1,1,NA,NA,NA,NA,48,1.39372412254876,1.23009682155307,1.0866479853802
0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0.873331940779683,NA,NA,NA,0.568569694302573,NA,NA,0,0.897345505264042,NA,NA,NA,NA,NA,0.897306729929325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.750491679684409,NA,NA,NA,49,-2.75023373331841,-0.418333117093658,-0.830413033067059
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0.971372205319949,NA,NA,NA,1,NA,NA,NA,NA,NA,50,-0.248454087211683,1.70686539541124,0.704053508395219
NA,0,NA,NA,NA,NA,NA,NA,NA,0,0.920914129071609,NA,NA,0.853764686926262,NA,1,NA,NA,NA,NA,NA,0.934541642575743,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0.899547456735851,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0.708034130393481,0.223285728408814,-0.252912640961727
NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.99159664431913,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0.992476843265491,1,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0.833829909814481,1.00816230046383,1.20510991391488
NA,0.991535667292468,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.945847215096493,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,0.995436323541156,NA,NA,NA,53,0.499995861548728,-0.038694218834633,1.53612845728741
NA,0.804093067228594,NA,NA,1,NA,0.719611317201623,NA,0,NA,NA,NA,NA,NA,NA,0.919173381309795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927194910857862,NA,NA,0.469602326191476,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,54,0.169825792450609,-0.201726781364992,-0.820420804019394
NA,NA,0.886234956200125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.777654359272597,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0.85425952180309,0.620870530008192,1,NA,NA,NA,NA,NA,0.879441873900198,NA,NA,NA,NA,NA,NA,NA,NA,55,-0.121386443253041,-0.722190932630235,-0.418629794455721
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.824626368323209,NA,NA,1,NA,NA,1,0,NA,NA,0.886990095212699,NA,0.64636167716688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.934866587025403,0,0.825310256963745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,56,-1.25010138275476,-1.99366625866129,-0.127582744469038
NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0.827741359797328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,NA,1,NA,NA,1,0.429997364763086,NA,57,0.565319881196358,0.990831638969741,0.794890757329946
0.946582918579948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.703598489204429,NA,NA,0.656624228315749,NA,0.981909180621794,NA,NA,NA,NA,NA,0.977550157507475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.941562372385177,0.974177260207675,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,58,0.0938287018635512,-0.0345601827835382,-0.218935494622367
1,NA,NA,NA,NA,1,NA,NA,0.947525728259043,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992698523575097,NA,NA,NA,NA,NA,NA,NA,0.864106998480147,NA,NA,NA,NA,NA,1,NA,1,0.988059185544529,0.872155277801729,NA,59,1.56777708197064,-0.210473798960388,1.25111057088255
NA,0.76617507344338,NA,NA,0.376514479531444,NA,NA,NA,NA,NA,0.961556806478114,0,NA,NA,NA,NA,NA,0.954608441871278,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,60,-2.02705043206702,-0.899177314443683,-0.84226648073367
NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96913896903072,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0.870060509630652,NA,NA,NA,0.972721187476538,0.917858134276715,NA,NA,NA,NA,NA,NA,61,1.10076746063049,-0.866281306268189,0.594942077374265
NA,0.905448479764278,NA,0.932053694975377,1,NA,NA,NA,NA,NA,0.889235504779219,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,0.86424477697339,0.659774047970753,NA,NA,NA,NA,0.869785420041318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,0.280984044842705,0.146255145771884,-0.338555645309439
1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.99383636219573,NA,1,NA,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,63,0.0925593098753441,-0.0264129322681609,2.31487469751248
NA,NA,0.911708901068915,NA,0.325936083945713,NA,NA,NA,NA,0,0.710737117722616,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764982812485492,NA,NA,0,64,-2.04216113973205,-2.29848704218108,-1.81299195585473
NA,0.98861362333892,NA,NA,NA,NA,NA,NA,0.8758288240912,NA,NA,NA,0.983721662170058,NA,NA,NA,NA,0.965920139737175,NA,NA,0.980558911502214,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,0.979492249933899,NA,NA,65,-1.45302973504622,-1.41489739125609,0.714037066326829
NA,0,NA,NA,0.809638571812665,NA,0.93961025625968,0.935625334243041,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.604029292885245,NA,NA,NA,NA,NA,1,NA,0.928552963594024,NA,NA,NA,NA,NA,NA,0.763108277924715,0.810716697180881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,-0.904168485314501,-0.110403559971824,-0.260881999751827
0.88362783121125,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.838690187877013,0.937221893925502,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0.903130602246717,NA,NA,NA,NA,NA,NA,NA,0.423640550492711,NA,NA,NA,1,0.75264581918634,NA,67,-0.205700125211129,-0.788722078229837,-0.484915487338922
NA,NA,0.964169476275648,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.88667286093943,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.938084705507813,NA,NA,NA,NA,1,1,NA,68,0.403625012365782,0.0999405549670075,0.21093368706204
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.949350767147487,NA,NA,NA,NA,1,NA,NA,1,NA,0.900871154942044,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,69,0.37872291772419,-0.0741390630178525,1.0920867194362
NA,0.851409286881695,1,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.960987842821635,NA,1,NA,0.959830188445706,NA,0.927974746715233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,70,-0.31264799662931,-0.103433019281904,0.154165742928331
